system:index,vh,vh_vv_ratio,vv,angle,date,dewpoint_temperature_2m,latitude,longitude,oil_candidate,orbit_direction,orbit_type,surface_net_solar_radiation,surface_pressure,temperature_2m,total_precipitation,u_component_of_wind_10m,v_component_of_wind_10m,wind_direction_degrees,wind_speed_10m,.geo,nasa_power_air_temp_2m,nasa_power_max_air_temp_2m,nasa_power_min_air_temp_2m,nasa_power_wind_speed_2m_m/s,nasa_power_precipitation_mm,nasa_power_solar_radiation_MJm2day
4_2_88,-19.22583486674464,3.1176372283253477,-6.166796666420321,44.35455703735352,2016-04-09,273.77745564778644,37.26195866748024,-75.85615398810167,0,0,ASC,6909386.083333333,100807.60302734376,282.2633647918701,0.0001823092164536059,5.324958801269531,0.7693397998809814,81.77890322280341,5.380248132093794,"{""type"":""Point"",""coordinates"":[-75.85615398810167,37.26195866748024]}",7.81,9.57,4.35,8.96,3.35,19.15
4_2_122,-29.458088649840928,2.170824195824113,-13.570001986576212,40.46369552612305,2016-04-09,273.07799275716144,37.185061558028,-76.64462363585682,0,0,ASC,6394510.166666667,100752.43636067708,281.8658224741618,0.00031669937441147766,3.6381505330403647,0.1250120004018148,88.03201023671473,3.640297694050083,"{""type"":""Point"",""coordinates"":[-76.64462363585682,37.185061558027996]}",6.42,9.18,1.48,2.39,0.08,17.39
4_2_152,-24.80825076283779,1.8835387423829293,-13.171086001369964,41.07522964477539,2016-04-09,273.6471659342448,37.75193934772513,-76.64031508732006,0,0,ASC,5935607.916666667,100608.06136067708,281.0486838022868,0.0011671732154428,2.0397211710611978,-0.2665081818898518,97.44404640868991,2.0570583527672466,"{""type"":""Point"",""coordinates"":[-76.64031508732006,37.75193934772513]}",5.37,8.35,0.46,1.37,1.79,17.39
4_2_244,-27.777949181053103,1.9932224365066251,-13.936201335229535,39.98756790161133,2016-04-09,272.1821594238281,37.15004519356479,-76.73030072712079,0,0,ASC,6672571.166666667,100736.01969401042,281.52467664082843,0.0002647818661669632,3.2790196736653647,-0.0532920360565185,90.93111364072163,3.2794527076010054,"{""type"":""Point"",""coordinates"":[-76.73030072712079,37.15004519356479]}",6.42,9.18,1.48,2.39,0.08,17.39
4_2_258,-25.436752806917774,1.9839213209883924,-12.821452412359353,38.558570861816406,2016-04-09,272.3795878092448,38.39069942007541,-77.27888685472675,0,0,ASC,5874048.666666667,100623.93636067708,280.4561545054118,0.000859806342615658,2.1879552205403647,-0.8608685334523519,111.47755500980271,2.3512215291159277,"{""type"":""Point"",""coordinates"":[-77.27888685472675,38.390699420075414]}",3.84,7.66,-1.67,1.44,1.0,13.76
4_2_260,-20.18966284721703,1.8884654603228088,-10.691041626869822,44.3463249206543,2016-04-09,273.77745564778644,37.271444156944106,-75.85993330772948,0,0,ASC,6909386.083333333,100807.60302734376,282.2633647918701,0.0001823092164536059,5.324958801269531,0.7693397998809814,81.77890322280341,5.380248132093794,"{""type"":""Point"",""coordinates"":[-75.85993330772948,37.27144415694411]}",7.81,9.57,4.35,8.96,3.35,19.15
4_2_261,-22.61645389740336,1.4758615476140633,-15.324238194271016,40.46429443359375,2016-04-09,271.2228495279948,36.86741557389423,-76.57475483558154,0,0,ASC,6306837.75,100773.18636067708,281.8256206512451,0.000193133047415787,3.5649083455403647,-0.0370566844940185,90.59555953508286,3.5651009396606197,"{""type"":""Point"",""coordinates"":[-76.57475483558154,36.86741557389423]}",6.42,9.18,1.48,2.39,0.08,20.28
4_2_290,-26.02496074893565,2.178694545278776,-11.945208567824096,42.51902389526367,2016-04-09,273.52745564778644,38.324072942159816,-76.46700986921343,0,0,ASC,5289325.583333333,100607.14469401042,280.6253439585368,0.0016786645762065,3.0494054158528647,-0.5012900829315186,99.33532703342198,3.0903341465735177,"{""type"":""Point"",""coordinates"":[-76.46700986921343,38.324072942159816]}",5.51,7.79,1.41,4.61,6.97,13.09
4_2_314,-33.10875115239532,2.1540884171853394,-15.370191347882178,44.10813522338867,2016-04-09,273.23546346028644,39.01773129010771,-76.26791445117814,0,0,ASC,5357043.166666667,100730.76969401042,280.1659526824951,0.0023135307219564,2.8781814575195312,-1.4621462027231853,116.9310445876651,3.2282812796513074,"{""type"":""Point"",""coordinates"":[-76.26791445117814,39.01773129010771]}",4.7,7.4,0.32,4.46,8.71,9.17
4_2_336,-26.333261693639848,1.4815421394762265,-17.774223892780746,44.106258392333984,2016-04-09,272.9813944498698,38.73412218362813,-76.2161298356623,0,0,ASC,5427970.666666667,100734.89469401042,280.2300802866618,0.0018061697768111,2.7277908325195312,-1.1537152131398518,112.92586221983152,2.9617396271461693,"{""type"":""Point"",""coordinates"":[-76.2161298356623,38.73412218362814]}",5.51,7.79,1.41,4.61,6.97,13.09
4_2_373,-26.744063457952304,1.8079329039224885,-14.792619460560967,43.82046508789063,2016-04-09,273.68932088216144,38.35543659154401,-76.19548880398496,0,0,ASC,5410975.083333333,100763.31136067708,280.62819226582843,0.0019911860090434,3.6221186319986978,-0.7242718537648519,101.30762248640112,3.693820935349749,"{""type"":""Point"",""coordinates"":[-76.19548880398497,38.35543659154401]}",5.51,7.79,1.41,4.61,6.97,13.09
4_2_380,-27.10243898685324,1.7027594284998817,-15.9167751669596,38.92723846435547,2016-04-09,271.19176228841144,37.24284776800184,-76.95327287122218,0,0,ASC,6260671.25,100667.93636067708,281.42824109395343,0.00015743203828133545,3.1341629028320312,-0.1402874787648519,92.56289130910984,3.1373010181024554,"{""type"":""Point"",""coordinates"":[-76.95327287122218,37.24284776800184]}",6.42,9.18,1.48,2.39,0.08,17.39
4_2_436,-24.102283070803267,1.3737961023108602,-17.544294258995826,39.21658706665039,2016-04-09,271.8913065592448,38.64316170037328,-77.21073911659991,0,0,ASC,5667757.75,100440.39469401042,279.71705945332843,0.0011362815560837,2.1142247517903647,-0.905424197514852,113.18320048632953,2.299943320720848,"{""type"":""Point"",""coordinates"":[-77.21073911659991,38.643161700373284]}",3.84,7.66,-1.67,1.44,1.0,13.76
4_2_440,-26.830033966890667,2.197945447127732,-12.20686983016438,39.95193862915039,2016-04-09,272.9240214029948,38.40277274523318,-77.00935975278905,0,0,ASC,5346296.583333333,100508.22802734376,280.15114148457843,0.0012220849257647,2.0664952596028647,-0.7938112417856852,111.01348380226442,2.2137160941607763,"{""type"":""Point"",""coordinates"":[-77.00935975278905,38.402772745233186]}",4.81,7.75,-0.22,2.3,3.79,13.76
4_2_474,-30.71984697858289,2.1537844988462918,-14.263194388778665,41.12328720092773,2016-04-09,271.2250467936198,36.90526193383767,-76.45258758358919,0,0,ASC,6558291.166666667,100838.76969401042,281.7081890106201,0.00019758290667729972,3.7446365356445312,0.0334999561309814,89.48743893323517,3.7447863799080254,"{""type"":""Point"",""coordinates"":[-76.45258758358919,36.90526193383767]}",7.67,9.65,3.45,6.97,0.41,20.28
4_2_483,-24.92231961221544,1.7675515492863343,-14.099911044901669,41.32697296142578,2016-04-09,273.3270975748698,37.7194843544084,-76.58245698003657,0,0,ASC,6013484.75,100670.14469401042,281.11110242207843,0.0008935993822355807,2.2956619262695312,-0.1448040803273519,93.6092794553079,2.300224315453383,"{""type"":""Point"",""coordinates"":[-76.58245698003657,37.719484354408394]}",5.84,8.92,0.9,1.61,0.48,17.39
5_1_11,-26.71184451513622,0.9082186141109864,-29.411249780740537,34.89006805419922,2016-04-16,277.50347264607746,39.68334252710496,-76.19965432641052,1,0,ASC,6948871.166666667,101771.37548828124,284.61223220825195,7.177392546964256e-08,-0.2375831206639607,-0.0429859161376953,-100.25557865400428,0.2414405272745715,"{""type"":""Point"",""coordinates"":[-76.19965432641052,39.68334252710496]}",10.61,17.48,3.84,1.62,0.01,23.14
5_1_33,-25.29353772143265,1.11118967189805,-22.76257452809847,35.505332946777344,2016-04-16,277.1432024637858,39.36853550007995,-76.01059248597983,1,0,ASC,7077420.25,102741.70882161458,284.56690343221027,7.177392546964256e-08,-0.7626889149347941,0.029361089070638,-87.79538400404202,0.7632538598106318,"{""type"":""Point"",""coordinates"":[-76.01059248597983,39.36853550007995]}",10.61,17.48,3.84,1.62,0.01,23.14
5_1_102,-27.65914999580631,1.0187789889618997,-27.149313340266296,38.9114875793457,2016-04-16,275.05962498982746,38.405178497515976,-75.15427952171069,1,0,ASC,7218461.583333333,102904.29215494792,281.94027582804364,7.177392546964256e-08,-1.6739437977472942,-1.705502192179362,-135.53503155764062,2.3897333670401903,"{""type"":""Point"",""coordinates"":[-75.15427952171069,38.405178497515976]}",9.13,11.31,7.17,3.33,0.0,26.24
5_1_133,-26.950370004653625,1.1631417183060575,-23.17032359900461,34.9632453918457,2016-04-16,277.13815689086914,39.15744350954389,-76.0593068740037,1,0,ASC,6728499.0,102745.25048828124,284.58627192179364,7.177392546964256e-08,-0.5203793446222941,0.3430411020914714,-56.60658892481249,0.623275107824514,"{""type"":""Point"",""coordinates"":[-76.0593068740037,39.15744350954389]}",10.64,16.75,4.36,2.25,0.03,23.14
5_1_139,-25.597335868387976,1.0280241011452842,-24.899548405403063,34.07708740234375,2016-04-16,278.00143814086914,39.03327481911461,-76.18847968650985,1,0,ASC,7347074.666666667,102922.41715494792,284.29973220825195,7.177392546964256e-08,-0.2931658029556274,0.2964102427164714,-44.68470423770988,0.4168995322734906,"{""type"":""Point"",""coordinates"":[-76.18847968650985,39.0332748191146]}",10.64,16.75,4.36,2.25,0.03,23.14
5_1_290,-33.722806181235626,1.4939471646473013,-22.572957718486037,33.33167266845703,2016-04-16,277.3936907450358,38.73392230176207,-76.24842717678327,1,0,ASC,7321324.25,102934.54215494792,284.12085851033527,7.177392546964256e-08,-0.3101335763931274,-0.2251962025960286,-125.98439492699804,0.3832703548020162,"{""type"":""Point"",""coordinates"":[-76.24842717678327,38.73392230176207]}",10.84,16.67,5.4,1.98,0.02,25.77
5_1_332,-27.01873486440324,1.0600763538266516,-25.487536597596318,35.328392028808594,2016-04-16,277.1432024637858,39.38555439127583,-76.04693847405206,1,0,ASC,7077420.25,102741.70882161458,284.56690343221027,7.177392546964256e-08,-0.7626889149347941,0.029361089070638,-87.79538400404202,0.7632538598106318,"{""type"":""Point"",""coordinates"":[-76.04693847405206,39.385554391275825]}",10.61,17.48,3.84,1.62,0.01,23.14
5_2_38,-28.73495540645177,1.8828438736995428,-15.261464749061393,31.478364944458008,2016-04-16,277.8746477762858,38.05463005904797,-76.4054840714764,0,0,ASC,7485443.583333333,102948.25048828124,284.38501866658527,7.177392546964256e-08,-1.0361264149347942,-0.960018793741862,-132.81652442155064,1.412513374118351,"{""type"":""Point"",""coordinates"":[-76.4054840714764,38.05463005904798]}",11.21,15.24,7.77,2.4,0.0,25.77
5_2_67,-21.47233949917855,1.360031603601099,-15.78811804249546,31.85259056091309,2016-04-16,278.10470962524414,38.95302853995239,-76.55506482642006,0,0,ASC,7000590.25,102527.83382161458,284.47152582804364,7.177392546964256e-08,-0.2831967274347941,0.1279532114664713,-65.68571914604964,0.3107610187175357,"{""type"":""Point"",""coordinates"":[-76.55506482642006,38.9530285399524]}",10.64,16.75,4.36,2.25,0.03,25.77
5_2_88,-25.4569824012415,2.015563508126031,-12.630206043425602,33.61520004272461,2016-04-16,275.87399673461914,37.26195866748024,-75.85615398810167,0,0,ASC,7864307.083333333,102883.95882161458,283.04248936971027,7.177392546964256e-08,-4.355462352434794,-3.378475824991862,-127.8002703537636,5.512182072784904,"{""type"":""Point"",""coordinates"":[-75.85615398810167,37.26195866748024]}",9.92,12.43,8.09,4.75,0.0,26.9
5_2_207,-29.019467362831417,1.6597735397893136,-17.4839920429838,36.46996307373047,2016-04-16,275.13058853149414,37.86717956433751,-75.49102260561044,0,0,ASC,7197552.25,102882.91715494792,282.71525955200195,7.177392546964256e-08,-2.339267690976461,-2.415259679158529,-135.91568502185447,3.3623879383282502,"{""type"":""Point"",""coordinates"":[-75.49102260561044,37.867179564337505]}",9.41,14.5,4.88,2.97,0.0,26.9
5_2_260,-26.20400125502768,2.5792301827117563,-10.159621049206727,33.60595703125,2016-04-16,275.87399673461914,37.271444156944106,-75.85993330772948,0,0,ASC,7864307.083333333,102883.95882161458,283.04248936971027,7.177392546964256e-08,-4.355462352434794,-3.378475824991862,-127.8002703537636,5.512182072784904,"{""type"":""Point"",""coordinates"":[-75.85993330772948,37.27144415694411]}",9.92,12.43,8.09,4.75,0.0,26.9
5_2_327,-19.405657603742814,1.745101050103277,-11.120076744320544,30.51477432250977,2016-04-16,276.34453709920246,39.43710582583507,-76.93510079070714,0,0,ASC,6856510.333333333,100915.16715494792,284.5001716613769,7.177392546964256e-08,-0.0513038237889607,-0.1655445098876953,-162.78129221336744,0.1733120511947336,"{""type"":""Point"",""coordinates"":[-76.93510079070714,39.43710582583507]}",10.97,18.49,3.34,1.95,0.04,23.14
5_2_345,-33.69089254145667,1.9430986361908265,-17.338745400749684,35.41877365112305,2016-04-16,275.4957415262858,37.83678411747479,-75.67390991299865,0,0,ASC,7078002.166666667,102881.95882161458,283.17440668741864,7.177392546964256e-08,-2.377109487851461,-2.131202061971029,-131.87787557999405,3.1925963957542454,"{""type"":""Point"",""coordinates"":[-75.67390991299865,37.83678411747479]}",9.41,14.5,4.88,2.97,0.0,26.9
5_2_456,-18.258851315255097,2.120093158242119,-8.612287268732318,39.57312774658203,2016-04-16,275.1705462137858,38.616331779119285,-75.06989766162748,0,0,ASC,7481992.166666667,102953.25048828124,281.97079340616864,7.177392546964256e-08,-1.8607520659764607,-1.4050057729085286,-127.0555102120112,2.3316173513125946,"{""type"":""Point"",""coordinates"":[-75.06989766162748,38.616331779119285]}",9.13,11.31,7.17,3.33,0.0,26.24
6_1_11,-28.31255919470488,1.2011448805939275,-23.571310715411144,45.02391815185547,2016-07-02,287.82605234781903,39.68334252710496,-76.19965432641052,1,0,ASC,7500916.583333333,100403.60758463542,295.15652720133465,0.000597463543492438,1.864222844441732,-1.2771131594975789,124.41366425304714,2.2597222917651427,"{""type"":""Point"",""coordinates"":[-76.19965432641052,39.68334252710496]}",21.23,25.3,17.67,2.06,0.26,27.13
6_1_133,-27.120697846261727,1.1909752223583625,-22.771840536327428,45.16682815551758,2016-07-02,288.99491628011066,39.15744350954389,-76.0593068740037,1,0,ASC,7356767.291666667,101329.94091796876,296.4567387898763,0.00010264565078207018,2.755417505900065,-1.8337944746017456,123.64468934745469,3.3098531397783235,"{""type"":""Point"",""coordinates"":[-76.0593068740037,39.15744350954389]}",22.41,26.02,19.25,3.14,0.5,27.13
6_1_139,-27.461334772237173,0.9704118834827896,-28.298638175862983,44.49664306640625,2016-07-02,289.78251393636066,39.03327481911461,-76.18847968650985,1,0,ASC,8062195.28125,101510.35758463542,296.57701873779297,0.00010891314126837416,2.952683130900065,-2.2485893964767456,127.29076060065807,3.711400267479845,"{""type"":""Point"",""coordinates"":[-76.18847968650985,39.0332748191146]}",22.41,26.02,19.25,3.14,0.5,27.13
6_1_174,-25.372967065554256,1.0276387187927571,-24.69055184623809,44.081146240234375,2016-07-02,290.59761810302734,38.44010665176987,-76.15474780086846,1,0,ASC,7921837.072916667,101552.48258463542,297.039665222168,0.00030201356388914746,2.3635311126708984,-2.308607300122579,134.32648448600938,3.3039290226550877,"{""type"":""Point"",""coordinates"":[-76.15474780086846,38.44010665176987]}",23.31,26.4,20.47,2.81,0.38,29.2
6_1_187,-28.001601005842037,1.1455616361333802,-24.443556874299645,41.5647087097168,2016-07-02,292.13220469156903,37.63261430195355,-76.51771839296354,1,0,ASC,6997875.666666667,101409.14925130208,297.5482915242513,0.0004973920791376448,0.8402156829833984,-1.0026990969975789,140.03854198305052,1.308192597842924,"{""type"":""Point"",""coordinates"":[-76.51771839296354,37.63261430195355]}",24.76,27.5,22.03,2.62,1.24,27.37
6_1_239,-31.72395982570329,1.166711112002716,-27.19092969916741,44.57187271118164,2016-07-02,291.60087331136066,37.95935169625495,-75.94619901488262,1,0,ASC,7904836.947916667,101603.56591796876,297.50524139404297,0.0008180007291613833,2.407272974650065,-2.007581909497579,129.82693063693478,3.1345411622472783,"{""type"":""Point"",""coordinates"":[-75.94619901488262,37.95935169625495]}",24.27,26.4,22.3,3.32,0.53,28.13
6_1_250,-27.458290236810317,1.0806470894369562,-25.409118763385337,45.11133575439453,2016-07-02,292.27356211344403,37.71258471480023,-75.77961592134223,1,0,ASC,7753508.010416667,101515.85758463542,297.650505065918,0.0005200367994883474,2.486130396525065,-1.8102349042892456,126.05961840168494,3.0753527858170955,"{""type"":""Point"",""coordinates"":[-75.77961592134223,37.71258471480023]}",24.45,25.51,23.49,3.98,0.5,28.13
6_1_290,-30.12765591802465,1.1628233306402658,-25.909056968641977,43.9481086730957,2016-07-02,290.08337656656903,38.73392230176207,-76.24842717678327,1,0,ASC,7972545.3125,101529.89925130208,296.80789438883465,0.0003018623791912016,2.4532527923583984,-2.0565727949142456,129.97325436737745,3.201240528919324,"{""type"":""Point"",""coordinates"":[-76.24842717678327,38.73392230176207]}",23.31,26.4,20.47,2.81,0.38,29.2
6_1_313,-32.668429325875806,1.4012221485455352,-23.314239901064617,44.645729064941406,2016-07-02,288.78218841552734,39.38696392935898,-76.22444844690204,1,0,ASC,7934271.114583333,101365.10758463542,296.1198247273763,0.00032752528317558927,2.449672063191732,-1.6590304772059123,124.10766210422187,2.958593473507321,"{""type"":""Point"",""coordinates"":[-76.22444844690204,39.38696392935898]}",21.23,25.3,17.67,2.06,0.26,27.13
6_1_332,-25.24821426725689,0.9682052557435866,-26.07733651256224,45.43628692626953,2016-07-02,289.10461680094403,39.38555439127583,-76.04693847405206,1,0,ASC,7784501.208333333,101307.98258463542,296.28160858154297,9.553655512917204e-05,2.504318873087565,-1.4613986412684123,120.26575600708196,2.8995342741212307,"{""type"":""Point"",""coordinates"":[-76.04693847405206,39.385554391275825]}",21.23,25.3,17.67,2.06,0.26,27.13
6_1_355,-29.08629749195073,1.1644491359381783,-24.97858995662903,44.56337738037109,2016-07-02,292.49825286865234,37.5492397986249,-75.86663133426741,1,0,ASC,7181837.802083333,101520.77425130208,297.7343266805013,0.0002260266445854124,2.491053899129232,-1.6820203860600789,124.02818200564856,3.005751504613887,"{""type"":""Point"",""coordinates"":[-75.86663133426741,37.54923979862491]}",24.45,25.51,23.49,3.98,0.5,28.13
6_1_398,-39.60939224501335,1.6984849817445022,-23.32042536186032,43.15013122558594,2016-07-02,293.73083750406903,36.94709711009913,-76.04567074652736,1,0,ASC,7097499.333333333,101551.60758463542,297.8766606648763,0.00029207479981370926,1.0432593027750652,-0.6034477949142456,120.04618358406674,1.2052133479237526,"{""type"":""Point"",""coordinates"":[-76.04567074652736,36.94709711009913]}",24.66,27.29,22.24,2.9,2.36,23.18
6_1_438,-30.1033601729075,1.2757724587300276,-23.596182819994404,43.85802459716797,2016-07-02,288.36877695719403,39.38341433265008,-76.39936747439695,1,0,ASC,7584083.458333333,100975.23258463542,295.78795623779297,0.0005478243607062913,2.216110865275065,-1.6180962324142456,126.13509898654262,2.7439720815896385,"{""type"":""Point"",""coordinates"":[-76.39936747439695,39.38341433265008]}",21.23,25.3,17.67,2.06,0.26,27.13
